94,165
9,3
5,1
90,69
7,2
5,1
112,187
59,56
28,20
9,2
125,260
82,165
111,163
38,31
87,159
107,168
44,73
51,79
81,108
38,50
9,2
44,18
5,1
5,1
9,3
27,24
136,505
200,743
10,2
109,105
48,31
102,212
50,42
68,100
8,2
20,6
111,335
48,51
30,26
18,7
5,1
5,1
5,1
122,299
13,9
42,33
5,1
17,12
5,1
14,8
59,62
69,109
9,2
12,4
69,79
134,335
23,19
6,2
5,1
22,9
91,141
78,264
42,45
27,20
44,51
29,8
35,36
6,3
5,1
8,3
203,324
68,72
23,14
119,241
5,1
5,1
82,137
121,546
25,17
76,148
138,422
126,272
42,68
9,3
5,1
31,21
5,1
42,34
60,116
5,1
74,79
145,391
36,63
104,105
45,46
5,1
9,2
31,27
43,67
32,37
19,13
79,92
156,235
5,1
8,4
148,396
10,3
5,1
12,3
11,6
145,493
32,19
15,3
6,2
14,7
43,20
5,1
8,3
22,7
65,93
11,3
97,237
20,6
46,23
5,1
54,133
6,2
5,1
29,17
5,1
42,32
9,2
70,93
95,223
5,1
28,28
49,36
16,14
24,20
29,13
27,32
5,1
15,5
129,165
141,528
33,35
24,15
95,328
37,38
168,512
64,112
5,1
112,278
91,307
19,10
35,23
7,3
5,1
89,171
9,3
5,1
10,2
111,167
77,111
104,110
45,50
35,22
77,187
179,630
58,84
44,64
99,178
10,5
81,76
5,1
5,1
56,39
10,4
23,11
126,207
12,3
86,81
121,355
90,176
21,9
75,160
136,467
12,5
9,2
94,127
15,6
51,55
20,5
77,135
12,7
5,1
5,1
33,20
5,1
9,2
