4,2
6,8
7,5
12,20
14,22
2,1
2,1
6,3
2,1
2,1
12,9
2,1
6,5
4,3
11,19
2,1
2,1
10,10
2,1
2,1
21,57
3,3
2,1
4,3
10,13
4,3
2,1
11,19
10,16
9,15
5,3
2,1
5,3
6,8
2,1
2,1
9,8
18,17
26,47
6,4
7,10
8,6
8,6
11,8
9,13
26,72
4,2
4,2
3,2
12,9
8,10
3,2
24,39
4,2
2,1
9,8
2,1
2,1
2,1
2,1
6,7
2,1
27,68
12,10
2,1
12,26
3,2
3,2
4,2
2,1
2,1
2,1
2,1
2,1
4,2
3,2
7,7
7,11
4,3
2,1
5,5
6,6
6,4
2,1
9,11
3,2
2,1
7,8
4,2
9,9
9,10
2,1
2,1
6,4
2,1
7,5
8,9
6,4
2,1
12,15
5,5
17,26
2,1
6,5
6,8
8,6
3,2
5,4
2,1
2,1
8,8
4,2
32,47
2,1
2,1
2,1
2,1
4,3
2,1
2,1
5,3
10,10
10,11
3,2
6,4
2,1
3,3
2,1
9,8
3,2
5,3
21,29
9,9
4,2
2,1
4,2
8,5
4,2
2,1
15,26
2,1
3,2
2,1
3,2
2,1
14,14
6,6
2,1
7,6
2,1
3,2
10,7
10,14
4,2
3,2
4,2
2,1
4,2
9,13
9,12
2,1
2,1
2,1
2,1
3,2
21,38
2,1
7,5
3,2
6,7
4,3
4,2
2,1
10,19
2,1
9,14
2,1
8,13
9,14
12,24
7,4
22,25
23,28
4,3
5,4
11,15
2,1
5,3
3,2
9,18
8,10
4,4
2,1
16,25
32,44
2,1
2,1
3,2
2,1
4,2
