97,1529
108,1544
104,1548
83,1539
91,1526
112,1537
90,1529
105,1542
73,1520
107,1548
85,1553
90,1550
99,1547
85,1550
87,1522
111,1542
92,1559
99,1551
97,1514
80,1549
118,1551
106,1551
83,1550
125,1534
105,1535
93,1523
3,1
82,1545
105,1553
88,1530
79,1516
95,1541
87,1533
110,1555
95,1535
87,1528
92,1541
97,1530
98,1540
82,1547
106,1525
92,1529
112,1528
76,1534
100,1545
110,1550
110,1544
91,1558
79,1536
111,1544
103,1541
90,1545
108,1538
97,1543
117,1546
99,1540
119,1543
90,1538
107,1545
107,1541
91,1538
85,1529
3,1
106,1544
105,1541
114,1550
98,1546
112,1545
83,1546
86,1550
87,1539
120,1522
94,1536
119,1545
79,1549
85,1554
111,1537
103,1556
95,1538
95,1542
114,1534
108,1534
114,1534
120,1531
98,1542
88,1534
110,1525
86,1521
126,1548
86,1537
107,1559
92,1548
97,1553
87,1561
98,1549
120,1545
111,1549
92,1536
79,1525
115,1533
92,1545
103,1547
112,1522
102,1536
100,1549
113,1544
82,1538
100,1546
96,1533
104,1545
108,1550
83,1526
81,1517
100,1561
92,1558
100,1556
80,1500
103,1533
71,1533
107,1545
95,1552
101,1547
90,1549
5,1
102,1545
105,1541
76,1538
83,1547
105,1533
109,1553
103,1528
89,1522
76,1539
80,1546
102,1560
84,1525
7,2
3,1
111,1514
95,1530
86,1547
100,1539
113,1542
120,1531
132,1534
100,1537
101,1548
124,1542
107,1543
74,1556
110,1543
89,1544
94,1533
102,1540
99,1540
121,1526
88,1543
89,1548
6,2
122,1543
108,1537
82,1535
100,1558
121,1530
101,1542
94,1537
113,1542
109,1546
107,1531
95,1504
112,1561
85,1523
4,2
137,1549
101,1535
92,1522
3,1
98,1541
102,1560
85,1509
95,1513
121,1548
133,1535
101,1533
94,1550
99,1521
87,1537
81,1532
105,1541
87,1544
104,1532
102,1552
74,1539
103,1537
100,1541
112,1511
92,1554
90,1543
85,1554
86,1552
