54,1586
64,1597
64,1592
60,1590
93,1599
61,1589
50,1591
68,1591
65,1589
65,1597
86,1590
60,1594
76,1596
53,1595
98,1592
83,1589
86,1597
77,1591
80,1591
79,1596
78,1589
74,1595
80,1593
72,1583
70,1576
66,1597
79,1590
70,1598
62,1596
97,1587
66,1586
80,1589
60,1593
71,1594
84,1588
72,1591
84,1594
63,1596
73,1595
89,1582
97,1594
78,1588
64,1591
60,1597
104,1593
66,1585
66,1550
107,1597
89,1594
92,1592
67,1594
70,1594
79,1592
76,1593
81,1595
50,1596
63,1590
64,1591
81,1585
83,1595
115,1592
92,1587
69,1590
71,1595
58,1592
78,1593
71,1595
70,1594
56,1590
70,1592
85,1597
67,1594
69,1589
104,1591
67,1588
63,1597
91,1591
94,1593
73,1593
79,1590
60,1591
76,1591
60,1589
72,1594
80,1595
77,1595
65,1597
80,1598
65,1588
75,1595
66,1588
78,1591
94,1595
63,1594
93,1591
79,1592
73,1594
77,1591
69,1579
65,1593
62,1594
62,1591
63,1595
60,1593
77,1595
107,1586
88,1591
89,1593
76,1600
74,1588
95,1597
99,1591
70,1594
60,1594
62,1596
94,1596
76,1596
72,1596
102,1597
5,1
62,1589
74,1597
94,1584
70,1591
73,1564
75,1594
99,1596
84,1590
88,1592
81,1589
58,1594
91,1596
71,1594
77,1597
63,1596
73,1593
69,1597
54,1594
55,1596
93,1594
58,1593
94,1591
61,1590
54,1579
95,1579
110,1587
98,1594
58,1598
100,1595
75,1592
72,1578
69,1594
58,1586
97,1585
48,1592
63,1599
57,1592
89,1593
59,1586
79,1593
92,1595
64,1589
78,1592
71,1588
66,1596
60,1597
64,1574
66,1592
73,1588
63,1595
88,1595
66,1594
65,1597
64,1588
64,1595
61,1595
61,1586
74,1594
71,1592
92,1593
91,1596
99,1590
53,1592
76,1592
62,1587
96,1595
69,1597
60,1591
117,1595
75,1582
72,1593
95,1589
60,1592
79,1593
57,1585
68,1591
91,1590
89,1579
100,1580
86,1587
