61,1590
71,1590
65,1581
59,1581
56,1585
69,1588
68,1591
71,1592
68,1583
75,1580
55,1588
55,1593
68,1587
55,1584
58,1585
49,1579
61,1590
71,1593
72,1586
57,1590
59,1576
68,1589
71,1590
69,1586
64,1584
60,1591
62,1587
71,1587
70,1590
61,1586
80,1591
49,1578
61,1587
58,1593
57,1589
74,1585
72,1584
68,1588
58,1589
67,1581
49,1588
3,1
63,1585
62,1586
49,1584
75,1586
68,1589
52,1590
50,1586
51,1589
62,1575
63,1583
70,1592
53,1583
50,1594
55,1588
70,1589
67,1582
58,1589
59,1584
61,1589
65,1590
55,1588
61,1579
63,1592
73,1582
85,1594
79,1591
54,1588
74,1586
55,1585
58,1576
67,1584
46,1591
68,1581
73,1589
52,1581
69,1586
54,1590
53,1588
61,1591
57,1585
70,1586
52,1589
65,1586
49,1590
69,1590
55,1582
55,1594
47,1580
51,1588
65,1589
71,1586
55,1586
67,1575
69,1588
66,1587
55,1592
71,1575
67,1585
58,1589
76,1590
66,1590
62,1593
70,1583
60,1589
58,1582
54,1590
71,1588
71,1588
69,1581
59,1590
59,1586
70,1585
72,1583
59,1591
60,1588
67,1592
53,1592
79,1590
80,1583
56,1593
69,1577
75,1589
67,1580
65,1589
57,1591
69,1593
64,1594
54,1585
79,1587
69,1583
53,1593
69,1586
62,1581
63,1590
59,1579
73,1590
77,1591
65,1585
61,1580
65,1595
80,1587
53,1581
70,1583
56,1585
66,1579
67,1587
62,1587
61,1589
85,1586
66,1588
57,1582
58,1583
72,1579
58,1591
58,1590
44,1586
52,1579
62,1587
70,1583
54,1583
63,1574
70,1585
69,1590
82,1590
58,1594
67,1588
65,1577
60,1586
69,1588
51,1585
61,1583
74,1581
67,1592
60,1592
68,1588
62,1593
73,1586
59,1588
64,1583
63,1583
81,1582
58,1579
43,1579
61,1590
65,1579
66,1590
73,1585
48,1591
52,1587
51,1582
3,1
64,1583
57,1590
69,1576
69,1591
81,1595
46,1588
67,1591
