144,590
64,132
38,35
15,11
147,451
143,301
66,148
64,267
9,3
97,292
5,1
126,518
24,21
37,40
147,1005
21,13
87,239
121,625
5,1
45,112
115,483
11,4
10,2
117,346
15,3
47,112
148,802
150,468
9,2
93,156
146,555
9,2
13,7
21,17
5,1
49,37
10,3
137,498
48,66
88,194
9,2
9,3
140,792
143,957
32,34
163,857
212,686
222,906
29,12
63,80
5,1
65,93
79,334
5,1
33,35
5,1
27,35
148,528
70,97
124,310
169,859
9,2
5,1
5,1
233,760
119,671
137,816
19,9
18,8
177,882
183,451
41,88
71,116
31,59
23,29
17,11
182,1008
25,21
166,554
10,8
145,950
65,100
8,3
87,421
40,84
54,144
155,867
20,10
11,8
41,113
34,48
8,2
161,721
86,147
208,1002
278,683
7,2
21,9
159,732
115,355
5,1
28,22
9,5
146,321
9,2
7,2
5,1
104,143
167,558
77,324
5,1
5,1
38,40
5,1
56,93
30,47
103,315
61,101
98,223
45,30
49,43
35,20
137,351
33,12
191,678
22,20
19,13
23,16
86,536
9,3
180,354
143,368
13,3
5,1
232,730
7,2
131,459
17,5
72,103
41,59
26,10
119,507
19,14
8,2
75,332
91,463
5,1
25,9
39,76
14,11
112,353
168,698
32,44
21,22
203,712
29,29
172,708
99,565
78,186
136,380
49,66
97,245
106,206
56,134
9,3
46,80
40,50
5,1
29,31
141,325
6,2
63,160
5,1
5,1
96,474
40,34
18,8
136,313
71,116
41,70
168,883
33,55
23,43
40,30
122,223
37,82
56,105
9,2
25,10
9,2
75,255
106,166
89,382
101,113
171,900
22,7
73,103
13,4
163,479
85,138
