71,693
196,1089
14,9
96,1357
90,1304
167,1309
123,1349
114,1462
83,1372
93,1311
116,1373
3,1
4,2
26,34
85,1325
151,1368
104,1408
94,1421
113,1362
74,1223
113,1345
137,837
143,1326
99,1170
7,3
94,1422
67,622
94,972
145,1051
91,1361
88,1320
7,5
99,1316
157,1194
133,1311
104,1379
13,16
142,1326
19,20
74,379
161,1399
42,210
103,1294
89,1262
8,3
96,1295
160,975
156,1238
3,1
160,1352
19,27
140,935
59,209
100,1336
111,1265
3,1
3,1
31,51
116,1360
155,1363
148,1423
8,5
148,1375
3,1
3,1
132,1128
120,1204
171,1348
124,974
151,1364
127,1209
6,2
156,1343
81,1307
3,1
157,1203
97,1410
130,1161
89,1308
113,1346
101,370
18,26
95,1079
94,1368
59,594
97,1411
97,1150
111,1121
81,532
3,1
157,1157
64,704
157,1188
3,1
117,1129
112,1296
114,1094
84,1280
88,1392
98,1394
107,606
3,1
92,1269
99,1094
160,1320
22,55
114,1326
113,1309
202,1399
87,1367
113,981
3,1
84,1321
206,1261
97,1306
89,771
174,1263
76,296
123,1398
158,1361
3,1
81,963
125,1126
88,1243
3,1
10,4
193,1201
141,1317
10,7
153,1221
11,14
18,36
109,1289
91,1196
154,1325
6,3
122,1415
8,4
71,1308
89,1153
63,297
129,1382
177,1046
127,1387
57,264
175,1494
80,831
117,1321
98,1365
3,1
5,3
129,1010
118,1434
14,25
91,1151
100,1331
114,1350
160,1201
138,1338
75,296
90,1038
73,877
77,193
85,1079
7,4
92,1084
205,1375
53,188
122,556
9,10
61,1060
51,109
104,1345
60,468
3,1
107,1302
6,4
3,1
131,1410
120,1303
116,1269
24,62
125,1323
123,1026
4,3
210,1444
48,225
66,1193
146,1280
20,11
221,1338
11,15
33,165
60,194
27,97
87,895
119,1398
3,1
90,1161
3,1
