34,38
186,1429
19,19
129,1339
178,1371
148,1287
171,1381
148,1374
173,1387
45,31
139,1286
131,1345
172,1328
136,1302
5,1
221,1440
210,1391
170,1400
158,1411
159,1414
155,1289
164,1348
157,1338
166,1345
216,887
155,1329
140,1399
171,1409
192,1427
128,1373
154,1404
127,1413
165,1444
165,1345
184,1395
145,1449
149,1361
181,1351
184,1412
61,142
150,1402
132,1087
238,1416
167,1383
183,1394
188,1383
196,1329
152,1390
192,1298
169,1451
131,1227
154,1349
140,1386
22,31
136,1433
5,1
147,1403
5,1
149,1395
199,1387
5,1
170,1391
152,1398
153,1384
187,1414
167,1388
147,1400
162,1317
147,1315
144,1455
49,114
237,1366
19,13
147,1389
151,1442
129,1324
135,1350
13,4
174,1368
158,1375
211,1409
5,1
131,1268
148,1382
231,1378
195,1395
143,1368
127,1467
9,5
176,1406
147,1371
174,1381
157,1372
7,2
9,2
170,1393
140,1380
114,1340
118,1224
200,1390
198,1323
174,1423
137,1424
62,147
144,1417
165,1369
173,1375
159,1343
5,1
119,1402
233,1397
180,1363
143,1422
179,1331
144,1333
123,1377
224,1307
233,1325
149,1368
154,1356
187,1337
218,1369
5,1
116,1393
147,1382
161,1287
165,1387
143,1445
160,1444
164,1329
150,1407
145,1387
187,1315
162,1386
5,1
20,13
154,1385
166,1373
173,1360
5,1
169,1269
167,1377
5,1
145,1341
183,1374
141,1385
159,1415
114,1270
149,1432
154,1285
170,1426
171,1325
157,1382
171,1310
8,2
194,1348
5,1
165,1304
5,1
153,1353
144,1394
145,1248
161,1436
215,1332
13,16
157,1380
199,1424
182,1381
175,1203
138,1399
150,1384
198,1401
135,1320
113,1381
207,1359
171,1358
182,1437
158,1425
175,1440
168,1409
223,1392
150,1308
182,1412
168,1309
166,1343
30,20
163,1296
5,1
170,1401
198,1427
193,1390
228,1306
150,1326
139,1409
160,1405
22,13
5,1
5,1
147,1452
150,1420
