122,1315
144,1455
141,1376
135,1492
134,1318
93,847
94,1489
132,1481
64,858
135,1481
90,1445
128,1185
82,1097
128,1379
112,1402
115,931
178,1346
128,1444
120,1413
145,1516
66,631
130,1015
152,1437
150,1542
225,1333
90,1369
83,1407
119,1206
14,8
40,99
84,1079
199,1475
93,887
137,1214
87,1463
79,1359
128,1352
129,1474
96,1484
130,708
132,970
74,613
91,1007
65,1328
109,1509
117,1298
380,1525
143,1260
97,1487
155,1224
112,1456
145,1517
81,1509
128,1513
128,970
103,1496
191,1519
167,1341
179,1524
169,1340
108,1359
200,1460
99,1454
151,1451
127,1229
150,1476
256,1451
129,1432
8,3
107,1414
171,1547
115,1175
130,1501
317,1485
50,114
130,1462
110,1513
142,576
125,992
85,805
199,1526
91,1534
79,808
174,1158
117,1394
111,1416
150,1415
178,1208
177,1076
163,1526
80,900
163,1213
158,1408
246,1486
202,1447
127,610
125,1428
119,1481
161,1479
98,1478
259,1524
169,1538
114,1274
165,972
91,1318
8,2
130,688
145,1158
70,764
158,1526
70,571
83,294
82,1342
98,1475
78,1342
209,1278
163,754
215,1540
57,490
96,1508
94,1507
152,1554
119,1394
171,1526
145,764
188,1407
149,1486
158,1519
84,1356
92,1386
165,1550
92,1108
126,1489
93,1150
187,1380
21,16
124,1486
108,1495
111,882
5,1
139,1417
99,1194
132,896
83,1528
102,1509
92,511
55,194
14,8
297,1354
181,1492
53,38
154,1511
171,808
161,1422
92,1315
71,798
64,524
85,1190
140,765
196,1473
151,433
97,1138
170,1531
101,1068
112,1465
136,1134
33,90
9,2
147,1223
216,1505
67,819
197,1107
170,1165
138,1528
207,1362
118,1079
222,1516
84,725
156,1534
79,1062
124,1369
134,1277
115,1492
212,1281
122,998
226,1259
100,1514
120,657
107,980
66,1356
25,67
25,10
249,1420
5,1
204,1335
211,1477
106,1535
185,1408
68,506
5,1
